state,district,constituency,mp_name,work_id,work_name,work_category,implementing_agency,sanction_amount,expenditure,physical_progress,start_date,expected_completion_date,actual_completion_date,contractor,latitude,longitude,status,existing_rule_score,data_source,data_label,fund_utilization_pct,progress_expenditure_gap,progress_expenditure_mismatch,cost_overrun_amount,cost_overrun_pct,cost_overrun_flag,planned_duration_days,actual_duration_days,delay_days,timeline_delay_flag,high_fund_utilization,record_id,rule_risk_score,rule_risk_level,rule_reasons,ml_anomaly,ml_anomaly_score,ml_anomaly_status,ml_model,ml_risk_score,hybrid_risk_score,hybrid_risk_level,hybrid_risk_reasons,inspection_priority
,Mysuru,,Yutika Rana,W10538,,Road Construction,Zilla Panchayat,14.33,,,,,,,,,Completed,8.374180185611966,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10538,8.37,LOW,No rule-based risk condition triggered,False,-0.0402,Normal,Isolation Forest,15.63,11.27,LOW,No significant risk indicator detected,LOW
,Darjeeling,,Ria Ratta,W11878,,Road Construction,State Housing Board,12.82,,,,,,,,,Completed,8.373800445666605,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11878,8.37,LOW,No rule-based risk condition triggered,False,-0.0285,Normal,Isolation Forest,60.0,29.02,LOW,No significant risk indicator detected,LOW
,Kolkata,,Nicholas Gour,W12547,,School Building Repair,Zilla Panchayat,14.48,,,,,,,,,Completed,8.372310770542722,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12547,8.37,LOW,No rule-based risk condition triggered,False,-0.0415,Normal,Isolation Forest,11.75,9.72,LOW,No significant risk indicator detected,LOW
,Nashik,,Ishwar Boase,W12932,,Street Lighting,Public Works Department,4.71,,,,,,,,,Completed,8.371546276,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12932,8.37,LOW,No rule-based risk condition triggered,False,-0.0268,Normal,Isolation Forest,65.85,31.36,LOW,No significant risk indicator detected,LOW
,Bengaluru Urban,,Gabriel Thaman,W10530,,Street Lighting,Public Works Department,5.08,,,,,,,,,Completed,8.365540531857787,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10530,8.37,LOW,No rule-based risk condition triggered,False,-0.0246,Normal,Isolation Forest,72.25,33.92,LOW,No significant risk indicator detected,LOW
,Belagavi,,Yadavi Deshmukh,W12798,,Drainage System,State Housing Board,13.68,,,,,,,,,Completed,8.345889667774392,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12798,8.35,LOW,No rule-based risk condition triggered,False,-0.0384,Normal,Isolation Forest,21.18,13.48,LOW,No significant risk indicator detected,LOW
,Coimbatore,,Lucky Prashad,W12223,,Road Construction,Zilla Panchayat,19.64,,,,,,,,,Completed,8.321065165659423,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12223,8.32,LOW,No rule-based risk condition triggered,False,-0.0411,Normal,Isolation Forest,13.02,10.2,LOW,No significant risk indicator detected,LOW
,Salem,,Jagat Mangat,W11370,,School Building Repair,State Housing Board,7.5,,,,,,,,,Completed,8.316955011770908,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11370,8.32,LOW,No rule-based risk condition triggered,False,-0.0494,Normal,Isolation Forest,3.4,6.35,LOW,No significant risk indicator detected,LOW
,Belagavi,,Christopher Kadakia,W12993,,Street Lighting,Public Works Department,5.88,,,,,,,,,Ongoing,8.316836509654186,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12993,8.32,LOW,No rule-based risk condition triggered,False,-0.0321,Normal,Isolation Forest,45.2,23.07,LOW,No significant risk indicator detected,LOW
,Lucknow,,Azaan Gupta,W11801,,Public Toilet Complex,District Rural Development Agency,6.13,,,,,,,,,Completed,8.311948516,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11801,8.31,LOW,No rule-based risk condition triggered,False,-0.0355,Normal,Isolation Forest,30.42,17.15,LOW,No significant risk indicator detected,LOW
,Asansol,,Harrison Kapur,W10857,,Street Lighting,Zilla Panchayat,3.79,,,,,,,,,Completed,8.280169363263623,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10857,8.28,LOW,No rule-based risk condition triggered,False,-0.0417,Normal,Isolation Forest,11.27,9.48,LOW,No significant risk indicator detected,LOW
,Madurai,,Pallavi Krish,W12464,,Street Lighting,District Rural Development Agency,3.86,,,,,,,,,Ongoing,8.277390163813179,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12464,8.28,LOW,No rule-based risk condition triggered,False,-0.0355,Normal,Isolation Forest,30.42,17.14,LOW,No significant risk indicator detected,LOW
,Kanpur,,Yug Choudhry,W11650,,Drinking Water Supply,Zilla Panchayat,4.82,,,,,,,,,Completed,8.272851343,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11650,8.27,LOW,No rule-based risk condition triggered,False,-0.0353,Normal,Isolation Forest,31.13,17.41,LOW,No significant risk indicator detected,LOW
,Lucknow,,Gabriel Thaman,W11007,,Drainage System,Zilla Panchayat,9.96,,,,,,,,,Completed,8.268546157043867,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11007,8.27,LOW,No rule-based risk condition triggered,False,-0.0505,Normal,Isolation Forest,2.57,5.99,LOW,No significant risk indicator detected,LOW
,Lucknow,,Leena Butala,W11413,,Drainage System,Zilla Panchayat,12.89,,,,,,,,,Completed,8.253048010524353,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11413,8.25,LOW,No rule-based risk condition triggered,False,-0.0469,Normal,Isolation Forest,4.93,6.92,LOW,No significant risk indicator detected,LOW
,Bengaluru Urban,,Harrison Kapur,W10596,,School Building Repair,State Housing Board,12.34,,,,,,,,,Completed,8.222185856542088,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10596,8.22,LOW,No rule-based risk condition triggered,False,-0.0396,Normal,Isolation Forest,17.62,11.98,LOW,No significant risk indicator detected,LOW
,Thane,,Tanish Iyer,W10344,,Drinking Water Supply,District Rural Development Agency,14.98,,,,,,,,,Ongoing,8.214487075663731,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10344,8.21,LOW,No rule-based risk condition triggered,False,-0.0312,Normal,Isolation Forest,49.25,24.63,LOW,No significant risk indicator detected,LOW
,Belagavi,,Eesha Memon,W10463,,Street Lighting,Public Works Department,1.35,,,,,,,,,Completed,8.201234368097461,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10463,8.2,LOW,No rule-based risk condition triggered,False,-0.0097,Normal,Isolation Forest,91.2,41.4,MEDIUM,No significant risk indicator detected,MEDIUM
,Madurai,,Meera Banerjee,W11470,,Drainage System,Municipal Corporation,13.25,,,,,,,,,Completed,8.189967113,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11470,8.19,LOW,No rule-based risk condition triggered,False,-0.0296,Normal,Isolation Forest,55.85,27.25,LOW,No significant risk indicator detected,LOW
,Salem,,Yutika Rana,W12586,,Public Toilet Complex,Public Works Department,5.6,,,,,,,,,Completed,8.175269792837932,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12586,8.18,LOW,No rule-based risk condition triggered,False,-0.0434,Normal,Isolation Forest,8.77,8.42,LOW,No significant risk indicator detected,LOW
,Nashik,,Vanya Suresh,W10533,,Road Construction,Public Works Department,19.78,,,,,,,,,Ongoing,8.170332084257177,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10533,8.17,LOW,No rule-based risk condition triggered,False,-0.0394,Normal,Isolation Forest,18.43,12.27,LOW,No significant risk indicator detected,LOW
,Chennai,,Ronith Zachariah,W11342,,Community Health Center,District Rural Development Agency,16.37,,,,,,,,,Completed,8.152126619,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11342,8.15,LOW,No rule-based risk condition triggered,False,-0.0366,Normal,Isolation Forest,26.03,15.3,LOW,No significant risk indicator detected,LOW
,Bengaluru Urban,,Owen Bala,W12407,,Public Toilet Complex,Public Works Department,6.55,,,,,,,,,Completed,8.148198524078989,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12407,8.15,LOW,No rule-based risk condition triggered,False,-0.0414,Normal,Isolation Forest,12.02,9.7,LOW,No significant risk indicator detected,LOW
,Agra,,Bachittar Choudhry,W10766,,Drinking Water Supply,Zilla Panchayat,4.33,,,,,,,,,Ongoing,8.146274741610402,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10766,8.15,LOW,No rule-based risk condition triggered,False,-0.0296,Normal,Isolation Forest,55.85,27.23,LOW,No significant risk indicator detected,LOW
,Agra,,Owen Bala,W12858,,Public Toilet Complex,District Rural Development Agency,6.44,,,,,,,,,Completed,8.130790669903737,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12858,8.13,LOW,No rule-based risk condition triggered,False,-0.0353,Normal,Isolation Forest,31.13,17.33,LOW,No significant risk indicator detected,LOW
,Thane,,Bachittar Choudhry,W10513,,Public Toilet Complex,Municipal Corporation,6.51,,,,,,,,,Completed,8.129415819236195,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10513,8.13,LOW,No rule-based risk condition triggered,False,-0.0414,Normal,Isolation Forest,12.02,9.69,LOW,No significant risk indicator detected,LOW
,Kolkata,,Mugdha Varty,W10958,,Drinking Water Supply,Zilla Panchayat,7.78,,,,,,,,,Completed,8.098593446112174,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10958,8.1,LOW,No rule-based risk condition triggered,False,-0.0408,Normal,Isolation Forest,14.02,10.47,LOW,No significant risk indicator detected,LOW
,Darjeeling,,Advaith Gole,W10886,,Drainage System,Public Works Department,13.77,,,,,,,,,Completed,8.097765717777806,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10886,8.1,LOW,No rule-based risk condition triggered,False,-0.03,Normal,Isolation Forest,53.93,26.43,LOW,No significant risk indicator detected,LOW
,Nashik,,Bachittar Choudhry,W12614,,Drinking Water Supply,Public Works Department,5.2,,,,,,,,,Ongoing,8.081701923249128,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12614,8.08,LOW,No rule-based risk condition triggered,False,-0.0284,Normal,Isolation Forest,60.32,28.98,LOW,No significant risk indicator detected,LOW
,Thane,,Odika Naik,W12173,,School Building Repair,Zilla Panchayat,3.45,,,,,,,,,Completed,8.071366353703521,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12173,8.07,LOW,No rule-based risk condition triggered,False,-0.0403,Normal,Isolation Forest,15.43,11.01,LOW,No significant risk indicator detected,LOW
,Madurai,,Rayaan Mand,W10136,,Drinking Water Supply,Public Works Department,9.62,,,,,,,,,Completed,8.053323344683884,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10136,8.05,LOW,No rule-based risk condition triggered,False,-0.0341,Normal,Isolation Forest,36.23,19.32,LOW,No significant risk indicator detected,LOW
,Agra,,Eesha Memon,W10214,,Drinking Water Supply,Zilla Panchayat,19.31,,,,,,,,,Ongoing,8.052234221597494,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10214,8.05,LOW,No rule-based risk condition triggered,False,-0.0281,Normal,Isolation Forest,61.17,29.3,LOW,No significant risk indicator detected,LOW
,Varanasi,,Leena Butala,W12266,,Public Toilet Complex,State Housing Board,6.89,,,,,,,,,Completed,8.009285582,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12266,8.01,LOW,No rule-based risk condition triggered,False,-0.038,Normal,Isolation Forest,22.35,13.75,LOW,No significant risk indicator detected,LOW
,Kolkata,,Sanya Swamy,W10846,,Road Construction,Zilla Panchayat,16.84,,,,,,,,,Completed,8.008475608047743,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10846,8.01,LOW,No rule-based risk condition triggered,False,-0.0403,Normal,Isolation Forest,15.43,10.98,LOW,No significant risk indicator detected,LOW
,Kolkata,,Meera Banerjee,W11935,,Community Health Center,Public Works Department,19.13,,,,,,,,,Completed,8.000500531448994,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11935,8.0,LOW,No rule-based risk condition triggered,False,-0.0277,Normal,Isolation Forest,62.88,29.95,LOW,No significant risk indicator detected,LOW
,Kanpur,,Nicholas Gour,W12687,,School Building Repair,Public Works Department,8.77,,,,,,,,,Ongoing,7.990564487510563,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12687,7.99,LOW,No rule-based risk condition triggered,False,-0.0364,Normal,Isolation Forest,26.65,15.45,LOW,No significant risk indicator detected,LOW
,Nashik,,Harrison Kapur,W12938,,School Building Repair,State Housing Board,14.01,,,,,,,,,Completed,7.971511300682724,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12938,7.97,LOW,No rule-based risk condition triggered,False,-0.0343,Normal,Isolation Forest,35.27,18.89,LOW,No significant risk indicator detected,LOW
,Chennai,,Advaith Gole,W10295,,Community Health Center,Zilla Panchayat,15.46,,,,,,,,,Completed,7.949775879831765,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10295,7.95,LOW,No rule-based risk condition triggered,False,-0.0297,Normal,Isolation Forest,55.33,26.9,LOW,No significant risk indicator detected,LOW
,Chennai,,Azaan Gupta,W11938,,Drinking Water Supply,Municipal Corporation,11.08,,,,,,,,,Completed,7.933117800411164,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11938,7.93,LOW,No rule-based risk condition triggered,False,-0.0327,Normal,Isolation Forest,42.53,21.77,LOW,No significant risk indicator detected,LOW
,Salem,,Onveer Kata,W11092,,Drainage System,District Rural Development Agency,8.71,,,,,,,,,Completed,7.929562773711803,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11092,7.93,LOW,No rule-based risk condition triggered,False,-0.0385,Normal,Isolation Forest,20.82,13.09,LOW,No significant risk indicator detected,LOW
,Nashik,,Varsha Morar,W12363,,Street Lighting,Zilla Panchayat,2.35,,,,,,,,,Completed,7.904820727491579,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12363,7.9,LOW,No rule-based risk condition triggered,False,-0.0361,Normal,Isolation Forest,28.13,15.99,LOW,No significant risk indicator detected,LOW
,Nagpur,,Bachittar Choudhry,W11958,,Public Toilet Complex,State Housing Board,6.13,,,,,,,,,Ongoing,7.904663449691863,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11958,7.9,LOW,No rule-based risk condition triggered,False,-0.0252,Normal,Isolation Forest,70.22,32.83,LOW,No significant risk indicator detected,LOW
,Salem,,Hemang Bava,W11415,,Drainage System,Public Works Department,5.28,,,,,,,,,Ongoing,7.872853495788914,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11415,7.87,LOW,No rule-based risk condition triggered,False,-0.0367,Normal,Isolation Forest,25.68,14.99,LOW,No significant risk indicator detected,LOW
,Agra,,Varsha Morar,W12082,,Drainage System,Public Works Department,15.72,,,,,,,,,Completed,7.863283929836989,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12082,7.86,LOW,No rule-based risk condition triggered,False,-0.0241,Normal,Isolation Forest,73.38,34.07,LOW,No significant risk indicator detected,LOW
,Madurai,,Owen Bala,W12180,,Street Lighting,Public Works Department,3.25,,,,,,,,,Ongoing,7.861873929056201,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12180,7.86,LOW,No rule-based risk condition triggered,False,-0.0362,Normal,Isolation Forest,27.6,15.76,LOW,No significant risk indicator detected,LOW
,Kanpur,,Jagat Mangat,W12233,,Drainage System,Municipal Corporation,7.71,,,,,,,,,Completed,7.855247246829383,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12233,7.86,LOW,No rule-based risk condition triggered,False,-0.0319,Normal,Isolation Forest,46.1,23.16,LOW,No significant risk indicator detected,LOW
,Nashik,,Christopher Kadakia,W11582,,Street Lighting,District Rural Development Agency,5.18,,,,,,,,,Completed,7.838176620267494,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11582,7.84,LOW,No rule-based risk condition triggered,False,-0.0286,Normal,Isolation Forest,59.68,28.58,LOW,No significant risk indicator detected,LOW
,Bengaluru Urban,,Ria Ratta,W12794,,Public Toilet Complex,Municipal Corporation,6.51,,,,,,,,,Completed,7.802670348960962,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12794,7.8,LOW,No rule-based risk condition triggered,False,-0.0414,Normal,Isolation Forest,12.02,9.49,LOW,No significant risk indicator detected,LOW
,Varanasi,,Vrinda Biswas,W11418,,Drinking Water Supply,Municipal Corporation,7.18,,,,,,,,,Completed,7.802296340599476,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11418,7.8,LOW,No rule-based risk condition triggered,False,-0.0292,Normal,Isolation Forest,57.5,27.68,LOW,No significant risk indicator detected,LOW
,Nagpur,,Harrison Kapur,W12965,,School Building Repair,State Housing Board,4.18,,,,,,,,,Completed,7.795107464093634,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12965,7.8,LOW,No rule-based risk condition triggered,False,-0.0382,Normal,Isolation Forest,21.82,13.41,LOW,No significant risk indicator detected,LOW
,Asansol,,Meera Banerjee,W12095,,School Building Repair,Municipal Corporation,9.43,,,,,,,,,Completed,7.794887703591151,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12095,7.79,LOW,No rule-based risk condition triggered,False,-0.0343,Normal,Isolation Forest,35.27,18.78,LOW,No significant risk indicator detected,LOW
,Nagpur,,Odika Naik,W12818,,Drainage System,Municipal Corporation,4.97,,,,,,,,,Completed,7.790676733758662,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12818,7.79,LOW,No rule-based risk condition triggered,False,-0.0264,Normal,Isolation Forest,66.95,31.45,LOW,No significant risk indicator detected,LOW
,Howrah,,Yamini Chand,W12922,,Street Lighting,State Housing Board,5.74,,,,,,,,,Completed,7.779744776371451,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12922,7.78,LOW,No rule-based risk condition triggered,False,-0.0299,Normal,Isolation Forest,54.43,26.44,LOW,No significant risk indicator detected,LOW
,Salem,,Vrinda Biswas,W10276,,Street Lighting,Municipal Corporation,4.91,,,,,,,,,Completed,7.775764597156644,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10276,7.78,LOW,No rule-based risk condition triggered,False,-0.0176,Normal,Isolation Forest,84.32,38.4,LOW,No significant risk indicator detected,LOW
,Bengaluru Urban,,Nicholas Gour,W11451,,Street Lighting,Public Works Department,4.56,,,,,,,,,Completed,7.768784430085143,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11451,7.77,LOW,No rule-based risk condition triggered,False,-0.0264,Normal,Isolation Forest,66.95,31.44,LOW,No significant risk indicator detected,LOW
,Madurai,,Widisha Yohannan,W10032,,School Building Repair,State Housing Board,8.26,,,,,,,,,Completed,7.765876754429705,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10032,7.77,LOW,No rule-based risk condition triggered,False,-0.0502,Normal,Isolation Forest,2.78,5.77,LOW,No significant risk indicator detected,LOW
