work_id,mp_name,district,implementing_agency,work_category,final_risk_score,risk_level,inspection_priority,general_risk,fund_risk,timeline_risk,duplicate_risk,base_risk,explanation,why_flagged,recommended_action
W12041,Hemang Bava,Madurai,District Rural Development Agency,Street Lighting,2.34,LOW,NORMAL,5.84,0.0,0.0,0.0,5.84,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10809,Rayaan Mand,Belagavi,District Rural Development Agency,Public Toilet Complex,2.34,LOW,NORMAL,5.86,0.0,0.0,0.0,5.86,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10070,Meera Banerjee,Kanpur,State Housing Board,Drainage System,2.33,LOW,NORMAL,5.82,0.0,0.0,0.0,5.82,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10368,Christopher Kadakia,Madurai,District Rural Development Agency,Drinking Water Supply,2.33,LOW,NORMAL,5.82,0.0,0.0,0.0,5.82,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10928,Tanish Iyer,Belagavi,Zilla Panchayat,Drainage System,2.33,LOW,NORMAL,5.83,0.0,0.0,0.0,5.83,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11625,Gabriel Thaman,Lucknow,District Rural Development Agency,Public Toilet Complex,2.32,LOW,NORMAL,5.79,0.0,0.0,0.0,5.79,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11796,Triya Khatri,Asansol,Municipal Corporation,School Building Repair,2.3,LOW,NORMAL,5.74,0.0,0.0,0.0,5.74,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11791,Christopher Kadakia,Asansol,District Rural Development Agency,Street Lighting,2.3,LOW,NORMAL,5.76,0.0,0.0,0.0,5.76,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10348,Onveer Kata,Howrah,Zilla Panchayat,Public Toilet Complex,2.3,LOW,NORMAL,5.74,0.0,0.0,0.0,5.74,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10109,Jagat Mangat,Lucknow,Municipal Corporation,School Building Repair,2.3,LOW,NORMAL,5.75,0.0,0.0,0.0,5.75,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10197,Gaurav Chandra,Varanasi,District Rural Development Agency,Community Health Center,2.29,LOW,NORMAL,5.72,0.0,0.0,0.0,5.72,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11471,Pallavi Krish,Varanasi,Public Works Department,Drainage System,2.29,LOW,NORMAL,5.73,0.0,0.0,0.0,5.73,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11054,Mugdha Varty,Darjeeling,Public Works Department,Drinking Water Supply,2.28,LOW,NORMAL,5.69,0.0,0.0,0.0,5.69,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12590,Yadavi Deshmukh,Mysuru,Public Works Department,Public Toilet Complex,2.28,LOW,NORMAL,5.71,0.0,0.0,0.0,5.71,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10476,Rayaan Mand,Howrah,District Rural Development Agency,Community Health Center,2.26,LOW,NORMAL,5.65,0.0,0.0,0.0,5.65,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10490,Ria Ratta,Darjeeling,Public Works Department,Public Toilet Complex,2.26,LOW,NORMAL,5.66,0.0,0.0,0.0,5.66,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12645,Advaith Gole,Salem,Public Works Department,Drinking Water Supply,2.25,LOW,NORMAL,5.63,0.0,0.0,0.0,5.63,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11187,Widisha Yohannan,Dharwad,Zilla Panchayat,Drinking Water Supply,2.24,LOW,NORMAL,5.61,0.0,0.0,0.0,5.61,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10527,Vanya Suresh,Madurai,State Housing Board,Drainage System,2.23,LOW,NORMAL,5.59,0.0,0.0,0.0,5.59,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10672,Vanya Suresh,Kolkata,Zilla Panchayat,Street Lighting,2.23,LOW,NORMAL,5.58,0.0,0.0,0.0,5.58,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11584,Christopher Kadakia,Madurai,Municipal Corporation,Drinking Water Supply,2.22,LOW,NORMAL,5.54,0.0,0.0,0.0,5.54,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10806,Vrinda Biswas,Lucknow,Municipal Corporation,Community Health Center,2.2,LOW,NORMAL,5.5,0.0,0.0,0.0,5.5,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10626,Widisha Yohannan,Madurai,Municipal Corporation,Drinking Water Supply,2.19,LOW,NORMAL,5.47,0.0,0.0,0.0,5.47,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12254,Meera Banerjee,Kanpur,State Housing Board,Drinking Water Supply,2.19,LOW,NORMAL,5.47,0.0,0.0,0.0,5.47,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10556,Nicholas Gour,Asansol,Public Works Department,School Building Repair,2.19,LOW,NORMAL,5.49,0.0,0.0,0.0,5.49,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10139,Onveer Kata,Kolkata,Zilla Panchayat,Public Toilet Complex,2.19,LOW,NORMAL,5.47,0.0,0.0,0.0,5.47,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11082,Vrinda Biswas,Chennai,District Rural Development Agency,School Building Repair,2.19,LOW,NORMAL,5.47,0.0,0.0,0.0,5.47,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
