work_id,mp_name,district,implementing_agency,work_category,cost_estimate_lakhs,status,risk_score,reasons_text
W10607,Victor Venkataraman,Kolkata,District Rural Development Agency,Drinking Water Supply,11.53,Completed,7.398150415601996,Flagged by ML pattern only
W12317,Odika Naik,Belagavi,Zilla Panchayat,Drainage System,8.79,Completed,7.395957268679841,Flagged by ML pattern only
W10132,Ishwar Boase,Belagavi,District Rural Development Agency,Drainage System,4.95,Ongoing,7.3865580451111015,Flagged by ML pattern only
W10386,Azaan Gupta,Coimbatore,Zilla Panchayat,Drinking Water Supply,9.89,Completed,7.369793610842506,Flagged by ML pattern only
W11440,Ronith Zachariah,Nagpur,Public Works Department,Road Construction,5.52,Completed,7.3547067488655005,Flagged by ML pattern only
W12313,Ekansh Sami,Chennai,Zilla Panchayat,School Building Repair,6.59,Completed,7.352883172425094,Flagged by ML pattern only
W12571,Yutika Rana,Darjeeling,District Rural Development Agency,Drainage System,9.07,Completed,7.341918472856516,Flagged by ML pattern only
W12441,Owen Bala,Thane,District Rural Development Agency,School Building Repair,9.93,Completed,7.328850459070839,Flagged by ML pattern only
W12545,Hemang Bava,Nashik,Public Works Department,Drainage System,11.92,Completed,7.319001220298706,Flagged by ML pattern only
W11888,Christopher Kadakia,Darjeeling,Public Works Department,Community Health Center,16.51,Completed,7.311525874062821,Flagged by ML pattern only
W10314,Varsha Morar,Kanpur,Public Works Department,Public Toilet Complex,7.96,Completed,7.270633507298796,Flagged by ML pattern only
W11621,Eesha Memon,Coimbatore,District Rural Development Agency,Street Lighting,5.92,Completed,7.2653427724569415,Flagged by ML pattern only
W11293,Tanish Iyer,Thane,Municipal Corporation,Street Lighting,2.39,Ongoing,7.262939858704583,Flagged by ML pattern only
W11904,Vrinda Biswas,Kanpur,District Rural Development Agency,Public Toilet Complex,2.61,Ongoing,7.2600831285923535,Flagged by ML pattern only
W11436,Ishwar Boase,Mysuru,Municipal Corporation,Drainage System,14.1,Completed,7.260043769,Flagged by ML pattern only
W11299,Yug Choudhry,Coimbatore,Zilla Panchayat,Drinking Water Supply,11.38,Completed,7.257692779329907,Flagged by ML pattern only
W11079,Ronith Zachariah,Belagavi,Zilla Panchayat,School Building Repair,5.18,Completed,7.250372159115132,Flagged by ML pattern only
W11385,Bachittar Choudhry,Kanpur,Municipal Corporation,Drainage System,6.9,Completed,7.245239810495376,Flagged by ML pattern only
W11442,Advaith Gole,Varanasi,State Housing Board,School Building Repair,6.87,Completed,7.239933496084198,Flagged by ML pattern only
W11659,Owen Bansal,Coimbatore,State Housing Board,Public Toilet Complex,4.95,Completed,7.2371744294936775,Flagged by ML pattern only
W11641,Nicholas Gour,Madurai,Zilla Panchayat,Drinking Water Supply,17.69,Completed,7.205036998873872,Flagged by ML pattern only
W11771,Ria Ratta,Salem,Public Works Department,School Building Repair,11.26,Completed,7.201569948971901,Flagged by ML pattern only
W12145,Christopher Kadakia,Thane,Municipal Corporation,Community Health Center,13.48,Completed,7.178058098105217,Flagged by ML pattern only
W12827,Harrison Kapur,Agra,District Rural Development Agency,Drainage System,11.02,Completed,7.158155661237619,Flagged by ML pattern only
W10088,Sanya Swamy,Darjeeling,State Housing Board,Road Construction,8.2,Ongoing,7.154355440546652,Flagged by ML pattern only
W12912,Azaan Gupta,Agra,State Housing Board,Drainage System,16.47,Ongoing,7.144348154272471,Flagged by ML pattern only
W10930,Sanya Swamy,Agra,State Housing Board,Public Toilet Complex,6.52,Completed,7.12346892,Flagged by ML pattern only
W11749,Ekansh Sami,Kanpur,District Rural Development Agency,School Building Repair,11.69,Completed,7.087760745456248,Flagged by ML pattern only
W11616,Lucky Prashad,Bengaluru Urban,District Rural Development Agency,Drinking Water Supply,11.24,Completed,7.070900095961196,Flagged by ML pattern only
W12225,Azaan Gupta,Pune,Municipal Corporation,School Building Repair,10.1,Ongoing,7.069279006831778,Flagged by ML pattern only
W10547,Lucky Prashad,Asansol,State Housing Board,School Building Repair,9.8,Completed,7.049495205673958,Flagged by ML pattern only
W10101,Rayaan Mand,Nashik,Zilla Panchayat,Drainage System,4.51,Completed,7.043260101099266,Flagged by ML pattern only
W10690,Leena Butala,Belagavi,Municipal Corporation,Drinking Water Supply,7.35,Completed,7.038000421324249,Flagged by ML pattern only
W11712,Ronith Zachariah,Bengaluru Urban,Municipal Corporation,Public Toilet Complex,4.16,Completed,7.0373794825210645,Flagged by ML pattern only
W12584,Harrison Kapur,Mysuru,State Housing Board,Street Lighting,2.86,Ongoing,7.022391091606983,Flagged by ML pattern only
W10174,Sanya Swamy,Belagavi,District Rural Development Agency,School Building Repair,11.8,Ongoing,6.9945032367789075,Flagged by ML pattern only
W10514,Yutika Rana,Nagpur,Municipal Corporation,Drainage System,4.5,Completed,6.991839796701836,Flagged by ML pattern only
W11890,Yug Choudhry,Varanasi,Municipal Corporation,Street Lighting,2.69,Ongoing,6.984208449674064,Flagged by ML pattern only
W12153,Jagat Mangat,Thane,District Rural Development Agency,Drainage System,14.98,Completed,6.980990145755499,Flagged by ML pattern only
W10487,Yutika Rana,Salem,District Rural Development Agency,Drainage System,6.49,Completed,6.970588109600965,Flagged by ML pattern only
W12170,Jagat Mangat,Thane,Municipal Corporation,Street Lighting,3.32,Completed,6.968979917,Flagged by ML pattern only
W12306,Eesha Memon,Asansol,Municipal Corporation,Drainage System,11.08,Completed,6.952702116652901,Flagged by ML pattern only
W10918,Sanya Swamy,Salem,Zilla Panchayat,Public Toilet Complex,7.73,Completed,6.934171149671741,Flagged by ML pattern only
W11736,Bachittar Choudhry,Kolkata,Municipal Corporation,Drinking Water Supply,5.81,Completed,6.928774537458307,Flagged by ML pattern only
W10625,Vanya Suresh,Coimbatore,District Rural Development Agency,School Building Repair,6.28,Completed,6.924456311508253,Flagged by ML pattern only
W11425,Bachittar Choudhry,Kanpur,Public Works Department,Drinking Water Supply,17.69,Completed,6.906444408916025,Flagged by ML pattern only
W10323,Yug Choudhry,Howrah,Municipal Corporation,Drainage System,5.33,Completed,6.878530516,Flagged by ML pattern only
W11027,Hemang Bava,Salem,Zilla Panchayat,Street Lighting,2.43,Ongoing,6.876912639609917,Flagged by ML pattern only
W12408,Vrinda Biswas,Belagavi,Zilla Panchayat,Drainage System,17.67,Ongoing,6.875217754402351,Flagged by ML pattern only
W12774,Hemang Bava,Salem,Public Works Department,Public Toilet Complex,7.2,Completed,6.866551499297838,Flagged by ML pattern only
W10563,Widisha Yohannan,Varanasi,Municipal Corporation,School Building Repair,4.66,Ongoing,6.858486249658565,Flagged by ML pattern only
W10194,Lucky Prashad,Kolkata,State Housing Board,Street Lighting,4.2,Ongoing,6.839847624,Flagged by ML pattern only
W11444,Ekansh Sami,Chennai,Public Works Department,School Building Repair,5.71,Completed,6.829354046,Flagged by ML pattern only
W12771,Oliver Sarma,Nashik,District Rural Development Agency,School Building Repair,3.9,Completed,6.820704209532302,Flagged by ML pattern only
W11333,Sanya Swamy,Mysuru,State Housing Board,Community Health Center,15.59,Completed,6.804208665049487,Flagged by ML pattern only
W12679,Harrison Kapur,Belagavi,Zilla Panchayat,Drainage System,9.99,Ongoing,6.800912569013213,Flagged by ML pattern only
W10145,Yug Choudhry,Thane,Municipal Corporation,Drainage System,13.34,Completed,6.770640075817679,Flagged by ML pattern only
W10447,Pallavi Krish,Howrah,State Housing Board,School Building Repair,9.25,Completed,6.717513532177143,Flagged by ML pattern only
W10524,Jagat Mangat,Nagpur,District Rural Development Agency,Community Health Center,14.12,Completed,6.714168272428154,Flagged by ML pattern only
W11493,Owen Bala,Nagpur,District Rural Development Agency,Drinking Water Supply,19.77,Completed,6.704299285675697,Flagged by ML pattern only
W10687,Nicholas Gour,Mysuru,District Rural Development Agency,Public Toilet Complex,5,Completed,6.702989560994293,Flagged by ML pattern only
W10169,Triya Khatri,Lucknow,Public Works Department,Road Construction,5.67,Completed,6.678611833185416,Flagged by ML pattern only
W12709,Azaan Gupta,Chennai,State Housing Board,Public Toilet Complex,7.98,Completed,6.674826436954146,Flagged by ML pattern only
W11354,Ria Ratta,Varanasi,Zilla Panchayat,Road Construction,9.25,Completed,6.666261019323658,Flagged by ML pattern only
W11843,Triya Khatri,Coimbatore,District Rural Development Agency,Public Toilet Complex,3.68,Completed,6.643649521307179,Flagged by ML pattern only
W12289,Yutika Rana,Kolkata,State Housing Board,School Building Repair,5.34,Completed,6.557519062404819,Flagged by ML pattern only
W10023,Vanya Suresh,Thane,Public Works Department,School Building Repair,6.34,Completed,6.556194342839003,Flagged by ML pattern only
W12393,Gabriel Thaman,Agra,Public Works Department,Drainage System,4.21,Ongoing,6.5518776523117985,Flagged by ML pattern only
W11875,Jagat Mangat,Darjeeling,Public Works Department,Drainage System,8.87,Completed,6.541573769413211,Flagged by ML pattern only
W10943,Gaurav Chandra,Agra,State Housing Board,School Building Repair,6.03,Completed,6.539508645103405,Flagged by ML pattern only
W12976,Vanya Suresh,Kolkata,Zilla Panchayat,Public Toilet Complex,6.68,Completed,6.5212761452498045,Flagged by ML pattern only
W11250,Krishna Pant,Nashik,State Housing Board,Street Lighting,4.58,Ongoing,6.5155134867599855,Flagged by ML pattern only
W12723,Ronith Zachariah,Nagpur,Municipal Corporation,Road Construction,13.84,Completed,6.475186098272804,Flagged by ML pattern only
W11188,Mugdha Varty,Darjeeling,Municipal Corporation,School Building Repair,9.77,Ongoing,6.434205443154919,Flagged by ML pattern only
W11241,Harrison Kapur,Belagavi,Municipal Corporation,Street Lighting,4.3,Completed,6.420071524708167,Flagged by ML pattern only
W12920,Vrinda Biswas,Nashik,District Rural Development Agency,Drainage System,8.95,Completed,6.417792642115977,Flagged by ML pattern only
W12130,Gaurav Chandra,Madurai,District Rural Development Agency,Drinking Water Supply,7.42,Completed,6.415900110330125,Flagged by ML pattern only
W12418,Hemang Bava,Dharwad,Public Works Department,Street Lighting,4.45,Ongoing,6.3877326818670515,Flagged by ML pattern only
W12831,Deepa Gala,Kolkata,Municipal Corporation,Drainage System,13.5,Completed,6.372595047256119,Flagged by ML pattern only
W11455,Gaurav Chandra,Kanpur,Zilla Panchayat,Drinking Water Supply,4.78,Completed,6.369601716244651,Flagged by ML pattern only
W10780,Hemang Bava,Pune,District Rural Development Agency,Street Lighting,4.67,Ongoing,6.364129637929475,Flagged by ML pattern only
W11046,Yutika Rana,Thane,Public Works Department,Road Construction,14.59,Completed,6.359714444598399,Flagged by ML pattern only
W10209,Tanish Iyer,Darjeeling,State Housing Board,Street Lighting,2.68,Ongoing,6.342195038173403,Flagged by ML pattern only
W11698,Hemang Bava,Bengaluru Urban,District Rural Development Agency,Road Construction,7.88,Completed,6.329023331616966,Flagged by ML pattern only
W11742,Onveer Kata,Nagpur,State Housing Board,Public Toilet Complex,7.74,Completed,6.316203076981961,Flagged by ML pattern only
W11394,Vanya Suresh,Dharwad,Municipal Corporation,Public Toilet Complex,2.59,Ongoing,6.315501766212688,Flagged by ML pattern only
W12786,Krishna Pant,Agra,Municipal Corporation,School Building Repair,12.13,Completed,6.313018085200017,Flagged by ML pattern only
W12905,Ishwar Boase,Belagavi,Zilla Panchayat,Public Toilet Complex,3.32,Completed,6.3085773327071895,Flagged by ML pattern only
W12398,Rayaan Mand,Bengaluru Urban,Zilla Panchayat,Public Toilet Complex,6.26,Completed,6.232656565869648,Flagged by ML pattern only
W10990,Meera Banerjee,Howrah,District Rural Development Agency,School Building Repair,5.54,Completed,6.221383341471197,Flagged by ML pattern only
W12339,Odika Naik,Dharwad,Municipal Corporation,School Building Repair,11.93,Ongoing,6.192935976797863,Flagged by ML pattern only
W12177,Jagat Mangat,Darjeeling,State Housing Board,Street Lighting,4.1,Ongoing,6.182201392045923,Flagged by ML pattern only
W11780,Varsha Morar,Mysuru,Zilla Panchayat,Street Lighting,3.21,Ongoing,6.179246943416151,Flagged by ML pattern only
W11181,Vrinda Biswas,Agra,District Rural Development Agency,Drinking Water Supply,8.95,Ongoing,6.176578147934354,Flagged by ML pattern only
W12307,Rayaan Mand,Howrah,Zilla Panchayat,Drainage System,4.58,Ongoing,6.164339350104482,Flagged by ML pattern only
W10304,Hemang Bava,Agra,Municipal Corporation,School Building Repair,9.93,Completed,6.097948365812395,Flagged by ML pattern only
W11673,Nicholas Gour,Bengaluru Urban,Municipal Corporation,Community Health Center,15.44,Completed,6.085997922151957,Flagged by ML pattern only
W10580,Varsha Morar,Lucknow,State Housing Board,Road Construction,13.66,Completed,6.0842101867145395,Flagged by ML pattern only
W11715,Lucky Prashad,Belagavi,State Housing Board,Drinking Water Supply,4.29,Completed,6.0764331769573925,Flagged by ML pattern only
W10562,Sanya Swamy,Chennai,Municipal Corporation,Drainage System,15.33,Ongoing,6.022149685607967,Flagged by ML pattern only
W12839,Victor Venkataraman,Howrah,Zilla Panchayat,Drainage System,13.25,Completed,5.981257117922378,Flagged by ML pattern only
W10352,Bachittar Choudhry,Howrah,Public Works Department,School Building Repair,4.2,Completed,5.951026560681779,Flagged by ML pattern only
W12428,Ria Ratta,Chennai,Municipal Corporation,School Building Repair,5.81,Completed,5.948054143377849,Flagged by ML pattern only
W12595,Onveer Kata,Lucknow,District Rural Development Agency,Drinking Water Supply,10.25,Ongoing,5.922729360447658,Flagged by ML pattern only
W12125,Hemang Bava,Chennai,District Rural Development Agency,Street Lighting,4.49,Ongoing,5.9035550288168075,Flagged by ML pattern only
W12509,Deepa Gala,Lucknow,Public Works Department,Drinking Water Supply,15.01,Completed,5.893087591142566,Flagged by ML pattern only
W12432,Christopher Kadakia,Asansol,Municipal Corporation,Road Construction,17.66,Ongoing,5.866637324934953,Flagged by ML pattern only
W10809,Rayaan Mand,Belagavi,District Rural Development Agency,Public Toilet Complex,7.89,Completed,5.859801332879605,Flagged by ML pattern only
W12041,Hemang Bava,Madurai,District Rural Development Agency,Street Lighting,2.57,Completed,5.842897051990223,Flagged by ML pattern only
W10928,Tanish Iyer,Belagavi,Zilla Panchayat,Drainage System,5.82,Completed,5.827014291836061,Flagged by ML pattern only
W10070,Meera Banerjee,Kanpur,State Housing Board,Drainage System,9.97,Completed,5.8206119314057485,Flagged by ML pattern only
W10368,Christopher Kadakia,Madurai,District Rural Development Agency,Drinking Water Supply,7.8,Completed,5.815187584949821,Flagged by ML pattern only
W11625,Gabriel Thaman,Lucknow,District Rural Development Agency,Public Toilet Complex,2.93,Completed,5.790230534,Flagged by ML pattern only
W11791,Christopher Kadakia,Asansol,District Rural Development Agency,Street Lighting,2.78,Ongoing,5.756834562547535,Flagged by ML pattern only
W10109,Jagat Mangat,Lucknow,Municipal Corporation,School Building Repair,7.58,Ongoing,5.750780161,Flagged by ML pattern only
W10348,Onveer Kata,Howrah,Zilla Panchayat,Public Toilet Complex,3.77,Completed,5.743143898877391,Flagged by ML pattern only
W11796,Triya Khatri,Asansol,Municipal Corporation,School Building Repair,4.25,Completed,5.739767388434991,Flagged by ML pattern only
W11471,Pallavi Krish,Varanasi,Public Works Department,Drainage System,14.9,Ongoing,5.734805090120551,Flagged by ML pattern only
W10197,Gaurav Chandra,Varanasi,District Rural Development Agency,Community Health Center,12.92,Completed,5.721069492747714,Flagged by ML pattern only
W12590,Yadavi Deshmukh,Mysuru,Public Works Department,Public Toilet Complex,7.14,Completed,5.711575380613415,Flagged by ML pattern only
W11054,Mugdha Varty,Darjeeling,Public Works Department,Drinking Water Supply,15.61,Ongoing,5.6891704756283294,Flagged by ML pattern only
W10490,Ria Ratta,Darjeeling,Public Works Department,Public Toilet Complex,4.38,Completed,5.660772854723209,Flagged by ML pattern only
W10476,Rayaan Mand,Howrah,District Rural Development Agency,Community Health Center,16.62,Ongoing,5.652345281084976,Flagged by ML pattern only
